Company name,ASX code,GICS industry group
MOQ LIMITED,MOQ,Software & Services
1300 SMILES LIMITED,ONT,Health Care Equipment & Services
1414 DEGREES LIMITED,14D,Capital Goods
1ST GROUP LIMITED,1ST,Health Care Equipment & Services
29METALS LIMITED,29M,Materials
333D LIMITED,T3D,Commercial & Professional Services
360 CAPITAL ENHANCED INCOME FUND,TCF,Not Applic
360 CAPITAL GROUP,TGP,Real Estate
360 CAPITAL REIT,TOT,Diversified Financials
3D METALFORGE LIMITED,3MF,Commercial & Professional Services
3D OIL LIMITED,TDO,Energy
3D RESOURCES LIMITED,DDD,Materials
3P LEARNING LIMITED..,3PL,Consumer Services
4DMEDICAL LIMITED,4DX,Health Care Equipment & Services
4DS MEMORY LIMITED,4DS,Semiconductors & Semiconductor Equipment
5G NETWORKS LIMITED,5GN,Telecommunication Services
88 ENERGY LIMITED,88E,Energy
8COMMON LIMITED,8CO,Software & Services
8I HOLDINGS LTD,8IH,Diversified Financials
8IP EMERGING COMPANIES LIMITED,8EC,Not Applic
8VI HOLDINGS LIMITED,8VI,Consumer Services
9 SPOKES INTERNATIONAL LIMITED,9SP,Software & Services
92 ENERGY LIMITED,92E,Energy
99 LOYALTY LIMITED.,99L,Software & Services
A-CAP ENERGY LIMITED,ACB,Energy
A1 INVESTMENTS & RESOURCES LTD,AYI,Diversified Financials
A2B AUSTRALIA LIMITED,A2B,Transportation
ABACUS PROPERTY GROUP,ABP,Real Estate
ABILENE OIL AND GAS LIMITED,ABL,Energy
ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,AEG,Not Applic
ACADEMIES AUSTRALASIA GROUP LIMITED,AKG,Consumer Services
ACCELERATE RESOURCES LIMITED,AX8,Materials
ACCENT GROUP LIMITED,AX1,Retailing
ACCENT RESOURCES NL,ACS,Materials
ACORN CAPITAL INVESTMENT FUND LIMITED,ACQ,Not Applic
ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,ACF,Capital Goods
ACRUX LIMITED,ACR,"Pharmaceuticals, Biotechnology & Life Sciences"
ACTINOGEN MEDICAL LIMITED,ACW,"Pharmaceuticals, Biotechnology & Life Sciences"
ACTIVEX LIMITED,AIV,Materials
ACUMENTIS GROUP LIMITED,ACU,Real Estate
AD1 HOLDINGS LIMITED,AD1,Media & Entertainment
ADACEL TECHNOLOGIES LIMITED,ADA,Software & Services
ADAIRS LIMITED,ADH,Retailing
ADALTA LIMITED,1AD,"Pharmaceuticals, Biotechnology & Life Sciences"
ADAVALE RESOURCES LIMITED,ADD,Energy
ADBRI LIMITED,ABC,Materials
ADHERIUM LIMITED,ADR,Health Care Equipment & Services
ADMIRALTY RESOURCES NL.,ADY,Materials
ADORE BEAUTY GROUP LIMITED,ABY,Retailing
ADRIATIC METALS PLC,ADT,Materials
ADSLOT LTD.,ADS,Software & Services
ADVANCE NANOTEK LIMITED,ANO,Materials
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components
ADVANCED HUMAN IMAGING LTD,AHI,Software & Services
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials
ADVERITAS LIMITED,AV1,Software & Services
ADX ENERGY LTD,ADX,Energy
AEERIS LTD,AER,Media & Entertainment
AEON METALS LIMITED.,AML,Materials
AERIS ENVIRONMENTAL LTD,AEI,Commercial & Professional Services
AERIS RESOURCES LIMITED,AIS,Materials
AERISON GROUP LTD,AE1,Capital Goods
AEROMETREX LIMITED,AMX,Commercial & Professional Services
AF LEGAL GROUP LTD,AFL,Commercial & Professional Services
AFG 2019-2 TRUST IN RESPECT OF SERIES 2019-2,AF1,Not Applic
AFG 2020-1NC TRUST IN RESPECT OF SERIES 2020-1NC,AF2,Not Applic
AFRICAN ENERGY RESOURCES LIMITED,AFR,Energy
AFRICAN GOLD LTD.,A1G,Materials
AFT PHARMACEUTICALS LIMITED,AFP,"Pharmaceuticals, Biotechnology & Life Sciences"
AFTERPAY LIMITED,APT,Software & Services
AGL ENERGY LIMITED.,AGL,Utilities
AGRICULTURAL LAND TRUST,AGJ,Real Estate
AGRIMIN LIMITED,AMN,Materials
AGUIA RESOURCES LIMITED,AGR,Materials
AI-MEDIA TECHNOLOGIES LIMITED,AIM,Commercial & Professional Services
AIC MINES LIMITED,A1M,Materials
AIMS PROPERTY SECURITIES FUND,APW,Real Estate
AINSWORTH GAME TECHNOLOGY LIMITED,AGI,Consumer Services
AIR NEW ZEALAND LIMITED,AIZ,Transportation
AIRTASKER LIMITED,ART,Media & Entertainment
AJ LUCAS GROUP LIMITED,AJL,Capital Goods
AKORA RESOURCES LIMITED,AKO,Materials
ALARA RESOURCES LIMITED,AUQ,Materials
ALBION RESOURCES LIMITED,ALB,Materials
ALCHEMY RESOURCES LIMITED,ALY,Materials
ALCIDION GROUP LIMITED,ALC,Health Care Equipment & Services
ALDERAN RESOURCES LIMITED,AL8,Materials
ALDORO RESOURCES LIMITED,ARN,Materials
ALE PROPERTY GROUP,LEP,Real Estate
ALEXIUM INTERNATIONAL GROUP LIMITED,AJX,Materials
ALICANTO MINERALS LIMITED,AQI,Materials
ALICE QUEEN LIMITED,AQX,Materials
ALKANE RESOURCES LIMITED,ALK,Materials
ALLEGIANCE COAL LIMITED,AHQ,Materials
ALLEGRA ORTHOPAEDICS LIMITED,AMT,Health Care Equipment & Services
ALLIANCE AVIATION SERVICES LIMITED,AQZ,Transportation
ALLIANCE RESOURCES LIMITED,AGS,Materials
ALLIGATOR ENERGY LIMITED,AGE,Energy
ALMONTY INDUSTRIES INC.,AII,Materials
ALPHA HPA LIMITED,A4N,Materials
ALS LIMITED,ALQ,Commercial & Professional Services
ALTA ZINC LIMITED,AZI,Materials
ALTECH CHEMICALS LTD,ATC,Materials
ALTERITY THERAPEUTICS LIMITED,ATH,"Pharmaceuticals, Biotechnology & Life Sciences"
ALTERNATIVE INVESTMENT TRUST,AIQ,Not Applic
ALTERRA LIMITED,1AG,Commercial & Professional Services
ALTHEA GROUP HOLDINGS LIMITED,AGH,"Pharmaceuticals, Biotechnology & Life Sciences"
ALTIUM LIMITED,ALU,Software & Services
ALTO METALS LIMITED,AME,Materials
ALTURA MINING LIMITED,AJM,Materials
ALUMINA LIMITED,AWC,Materials
AMA GROUP LIMITED,AMA,Commercial & Professional Services
AMAERO INTERNATIONAL LTD,3DA,Capital Goods
AMANI GOLD LIMITED,ANL,Materials
AMBERTECH LIMITED,AMO,Technology Hardware & Equipment
AMCIL LIMITED,AMH,Not Applic
AMCOR PLC,AMC,Materials
AMERICAN PACIFIC BORATES LIMITED,ABR,Materials
AMERICAN RARE EARTHS LIMITED,ARR,Materials
AML3D LIMITED,AL3,Capital Goods
AMP LIMITED,AMP,Diversified Financials
AMPLIA THERAPEUTICS LIMITED,ATX,"Pharmaceuticals, Biotechnology & Life Sciences"
AMPOL LIMITED,ALD,Energy
ANALYTICA LIMITED,ALT,Health Care Equipment & Services
ANATARA LIFESCIENCES LTD,ANR,"Pharmaceuticals, Biotechnology & Life Sciences"
ANAX METALS LIMITED,ANX,Materials
ANDROMEDA METALS LIMITED,ADN,Materials
ANEKA TAMBANG (PERSERO) TBK (PT),ATM,Materials
ANGEL SEAFOOD HOLDINGS LTD,AS1,"Food, Beverage & Tobacco"
ANGLO AUSTRALIAN RESOURCES NL,AAR,Materials
ANGLOGOLD ASHANTI LIMITED,AGG,Materials
ANOVA METALS LIMITED,AWV,Materials
ANSARADA GROUP LIMITED,AND,Software & Services
ANSELL LIMITED,ANN,Health Care Equipment & Services
ANSON RESOURCES LIMITED,ASN,Materials
ANTEOTECH LTD,ADO,"Pharmaceuticals, Biotechnology & Life Sciences"
ANTERIS TECHNOLOGIES LTD,AVR,Health Care Equipment & Services
ANTILLES GOLD LIMITED,AAU,Materials
ANTIPA MINERALS LIMITED,AZY,Materials
ANTIPODES GLOBAL INVESTMENT COMPANY LTD,APL,Not Applic
ANTISENSE THERAPEUTICS LIMITED,ANP,"Pharmaceuticals, Biotechnology & Life Sciences"
APA GROUP,APA,Utilities
APIAM ANIMAL HEALTH LIMITED,AHX,Health Care Equipment & Services
APN CONVENIENCE RETAIL REIT,AQR,Real Estate
APN INDUSTRIA REIT,ADI,Real Estate
APN PROPERTY GROUP,APD,Real Estate
APOLLO CONSOLIDATED LIMITED,AOP,Materials
APOLLO MINERALS LIMITED,AON,Materials
APOLLO SERIES 2013-1 TRUST,AOR,Not Applic
APOLLO SERIES 2015-1 TRUST,AOL,Not Applic
APOLLO SERIES 2017-2 TRUST,AO2,Not Applic
APOLLO SERIES 2018-1 TRUST,AO3,Not Applic
APOLLO TOURISM & LEISURE LTD,ATL,Automobiles & Components
APPEN LIMITED,APX,Software & Services
APPLYFLOW LIMITED,AFW,Media & Entertainment
APPSVILLAGE AUSTRALIA LIMITED,APV,Software & Services
APT PIPELINES LIMITED..,AP2,Not Applic
AQUIRIAN LIMITED,AQN,Class Pend
AQUIS ENTERTAINMENT LIMITED,AQS,Consumer Services
ARAFURA RESOURCES LIMITED,ARU,Materials
ARB CORPORATION LIMITED.,ARB,Automobiles & Components
ARCADIA MINERALS LIMITED,AM7,Materials
ARCHER MATERIALS LIMITED,AXE,Materials
ARCHTIS LIMITED,AR9,Software & Services
ARDEA RESOURCES LIMITED,ARL,Materials
ARDENT LEISURE GROUP LIMITED,ALG,Consumer Services
ARDIDEN LTD,ADV,Materials
ARENA REIT.,ARF,Real Estate
ARGENICA THERAPEUTICS LIMITED,AGN,"Pharmaceuticals, Biotechnology & Life Sciences"
ARGENT MINERALS LIMITED,ARD,Materials
ARGO EXPLORATION LIMITED,AXT,Materials
ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,ALI,Not Applic
ARGO INVESTMENTS LIMITED,ARG,Not Applic
ARGONAUT RESOURCES NL,ARE,Materials
ARGOSY MINERALS LIMITED,AGY,Materials
ARIADNE AUSTRALIA LIMITED,ARA,Commercial & Professional Services
ARISTOCRAT LEISURE LIMITED,ALL,Consumer Services
ARK MINES LIMITED,AHK,Materials
ARMOUR ENERGY LIMITED,AJQ,Energy
AROA BIOSURGERY LIMITED,ARX,"Pharmaceuticals, Biotechnology & Life Sciences"
ARROW MINERALS LTD,AMD,Materials
ARTEMIS RESOURCES LIMITED,ARV,Materials
ARUMA RESOURCES LIMITED,AAJ,Materials
ASAPLUS RESOURCES LIMITED,AJY,Materials
ASF GROUP LIMITED,AFA,Diversified Financials
ASHLEY SERVICES GROUP LIMITED,ASH,Commercial & Professional Services
ASIAN AMERICAN MEDICAL GROUP LIMITED,AJJ,Health Care Equipment & Services
ASIAN DEVELOPMENT BANK,ATB,Not Applic
ASKARI METALS LIMITED,AS2,Materials
ASPEN GROUP,APZ,Real Estate
ASPERMONT LIMITED.,ASP,Media & Entertainment
ASPIRE MINING LIMITED,AKM,Materials
ASSETOWL LIMITED,AO1,Software & Services
ASTIVITA LIMITED,AIR,Capital Goods
ASTON MINERALS LIMITED,ASO,Materials
ASTRO RESOURCES NL,ARO,Materials
ASTRON CORPORATION LIMITED,ATR,Materials
ASX LIMITED,ASX,Diversified Financials
ATHENA RESOURCES LIMITED,AHN,Materials
ATLAS ARTERIA,ALX,Transportation
ATLAS PEARLS LTD,ATP,Consumer Durables & Apparel
ATOMO DIAGNOSTICS LIMITED,AT1,Health Care Equipment & Services
ATOMOS LIMITED,AMS,Consumer Durables & Apparel
ATRUM COAL LIMITED,ATU,Materials
AUB GROUP LIMITED,AUB,Insurance
AUCKLAND INTERNATIONAL AIRPORT LIMITED,AIA,Transportation
AUCKLAND REAL ESTATE TRUST,AKL,Real Estate
AUCTUS INVESTMENT GROUP LIMITED,AVC,Diversified Financials
AUDALIA RESOURCES LIMITED,ACP,Materials
AUDEARA LIMITED,AUA,Consumer Durables & Apparel
AUDINATE GROUP LIMITED,AD8,Technology Hardware & Equipment
AUDIO PIXELS HOLDINGS LIMITED,AKP,Consumer Durables & Apparel
AUKING MINING LIMITED,AKN,Materials
AUMAKE LIMITED.,AUK,Retailing
AURA ENERGY LIMITED,AEE,Energy
AURELIA METALS LIMITED,AMI,Materials
AURIC MINING LIMITED,AWJ,Materials
AURIS MINERALS LIMITED,AUR,Materials
AURIZON HOLDINGS LIMITED,AZJ,Transportation
AUROCH MINERALS LTD,AOU,Materials
AURORA GLOBAL INCOME TRUST,AIB,Not Applic
AURORA LABS LIMITED,A3D,Capital Goods
AURORA PROPERTY BUY-WRITE INCOME TRUST,AUP,Not Applic
AURUMIN LIMITED,AUN,Materials
AUS TIN MINING LTD,ANW,Materials
AUSCANN GROUP HOLDINGS LTD,AC8,"Pharmaceuticals, Biotechnology & Life Sciences"
AUSGOLD LIMITED,AUC,Materials
AUSMON RESOURCES LIMITED,AOA,Materials
AUSNET SERVICES HOLDINGS PTY LTD,ANV,Not Applic
AUSNET SERVICES LIMITED,AST,Utilities
AUSQUEST LIMITED,AQD,Materials
AUSSIE BROADBAND LIMITED,ABB,Class Pend
AUSTAL LIMITED,ASB,Capital Goods
AUSTAR GOLD LIMITED,AUL,Materials
AUSTCHINA HOLDINGS LIMITED,AUH,Energy
AUSTCO HEALTHCARE LIMITED,AHC,Health Care Equipment & Services
AUSTIN ENGINEERING LIMITED,ANG,Capital Goods
AUSTPAC RESOURCES NL,APG,Materials
AUSTRAL GOLD LIMITED,AGD,Materials
AUSTRALASIAN GOLD LIMITED,A8G,Materials
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,ANZ,Banks
AUSTRALIA UNITED MINING LIMITED,AYM,Materials
AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,AAC,"Food, Beverage & Tobacco"
AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,AAP,"Food, Beverage & Tobacco"
AUSTRALIAN BAUXITE LIMITED.,ABX,Materials
AUSTRALIAN CLINICAL LABS LIMITED,ACL,Health Care Equipment & Services
AUSTRALIAN COMMONWEALTH GOVERNMENT LOANS,XCL,Not Applic
